ORD_ID,ORD_DATE,CUSTOMER_KEY,PRODUCT_KEY,SUPPLIER_KEY,WAREHOUSE_CODE,SHIP_STATE,SHIP_METHOD,CARRIER,ORDER_STATUS,QTY_UNITS,UNIT_WEIGHT_LB,UNIT_PRICE_USD,DISCOUNT_PCT,FREIGHT_USD,LINE_TOTAL_USD
7003659,9/18/2024,15445,5088,321,WHGA1,CA,Overnight,USPS,Delivered,28,6.65,118.54,0.2,17.61,2672.91
7003660,6/19/2025,10522,3965,484,WHTX1,TN,Ground,UPS,Delivered,98,13.07,71.71,0,17.23,7044.81
7003661,5/29/2024,16633,2311,593,WHGA1,CA,Ground,FedEx,InTransit,40,8.59,40.63,0.25,13.29,1232.19
7003662,5/19/2024,16049,1155,364,WHWA1,MS,2Day,UPS,Delivered,27,6.47,34.08,0,24.06,944.22
7003663,3/1/2023,10355,3213,424,WHPA1,CT,Ground,UPS,InTransit,28,13.35,102.94,0,17.39,2899.71
7003664,2/10/2023,11483,4254,401,WHIL1,CT,Ground,FedEx,InTransit,94,12.52,56.23,0,13.54,5299.16
7003665,7/17/2024,19840,2263,419,WHIL1,IN,Ground,UPS,Delivered,115,4.69,76.18,0.1,60.58,7945.21
7003666,3/6/2024,16995,2363,641,WHNJ1,IA,Ground,UPS,Delivered,79,10.59,54.39,0.05,18.03,4100
7003667,3/27/2025,12216,1938,378,WHPA1,CA,Ground,FedEx,Delivered,8,4.59,73.99,0,6.74,598.66
7003668,7/9/2023,14717,1512,481,WHGA1,OR,Ground,UPS,Cancelled,5,20.18,78.85,0,22.74,416.99
7003669,1/30/2023,18620,1187,499,WHCA1,AR,Overnight,UPS,Delivered,26,20.93,327.7,0.05,21.95,8116.14
7003670,3/19/2024,15822,2846,660,WHTX1,NJ,Ground,USPS,Delivered,35,8.41,79.53,0.1,23.78,2528.98
7003671,9/25/2023,12538,2703,490,WHFL1,MD,Ground,USPS,InTransit,51,18.95,45.75,0,61.23,2394.48
7003672,2/28/2023,16340,1391,628,WHGA1,MT,Overnight,UPS,Delivered,9,6.35,67.85,0,1.81,612.46
7003673,12/9/2024,18737,1655,403,WHPA1,FL,Ground,UPS,Delivered,105,9.19,30.86,0.2,32.78,2625.02
7003674,5/12/2023,14920,5272,633,WHWA1,NJ,Ground,USPS,Delivered,103,7.04,30.67,0,10.68,3169.69
7003675,9/10/2024,17076,3822,666,WHPA1,UT,Ground,UPS,Delivered,43,9.85,143.9,0,16.78,6204.48
7003676,11/7/2023,13766,1764,575,WHFL1,WV,Ground,FedEx,Delivered,75,10.41,74.24,0.15,5.91,4738.71
7003677,7/24/2023,18851,4401,430,WHGA1,MI,Ground,FedEx,Delivered,12,9.98,131.32,0,35.25,1611.09
7003678,12/30/2023,17083,5807,541,WHWA1,SC,Overnight,FedEx,Delivered,53,9.47,19.24,0,18.14,1037.86
7003679,2/11/2025,12828,4268,434,WHTX1,SD,Ground,DHL,InTransit,137,10.79,30.31,0,25.47,4177.94
7003680,1/11/2024,12059,2086,457,WHGA1,UT,Ground,UPS,Delivered,93,21.24,73.93,0,46.35,6921.84
7003681,12/23/2024,17750,2930,689,WHGA1,NJ,Overnight,UPS,Delivered,12,2.99,33.69,0.1,7.64,371.49
7003682,5/28/2023,10731,5377,618,WHTX1,MD,Overnight,FedEx,Delivered,134,31.66,22.14,0.05,25.16,2843.58
7003683,1/8/2025,11833,2964,458,WHCA1,NV,Ground,DHL,InTransit,97,8.1,28.19,0,78.51,2812.94
7003684,9/24/2023,18601,2786,659,WHFL1,CT,2Day,USPS,InTransit,58,9.54,47.92,0.05,42.33,2682.72
7003685,11/14/2024,16506,3275,490,WHPA1,AR,Ground,FedEx,Delivered,99,22.2,80.12,0,8.15,7940.03
7003686,8/2/2024,17171,3687,400,WHTX1,NV,Ground,USPS,Delivered,21,14.39,199.33,0.05,50.68,4027.31
7003687,7/11/2025,14180,3969,352,WHNJ1,OH,Ground,UPS,Pending,73,13.79,28.72,0,20.06,2116.62
7003688,1/6/2024,16300,5573,349,WHNJ1,NC,Ground,UPS,Delivered,85,21.11,29.78,0,58.5,2589.8
7003689,3/20/2023,17831,1716,400,WHNJ1,CT,Ground,UPS,Delivered,160,9.06,21.73,0.1,38.21,3167.33
7003690,1/23/2023,14803,1243,682,WHNJ1,FL,Ground,UPS,Delivered,8,17.36,89.62,0,16.34,733.3
7003691,3/13/2025,16058,4916,551,WHWA1,ND,Ground,FedEx,Cancelled,47,4.69,65.48,0,38.1,3115.66
7003692,6/16/2024,16616,2524,674,WHFL1,RI,Ground,USPS,Pending,164,12.85,30.54,0,4.73,5013.29
7003693,1/11/2025,16763,1838,354,WHIL1,TN,Ground,FedEx,Delivered,26,14.01,33.54,0,8.85,880.89
7003694,9/21/2023,15544,4324,675,WHCA1,ND,Overnight,FedEx,Delivered,125,19.89,55.01,0,35.37,6911.62
7003695,12/11/2023,18326,3954,689,WHIL1,IL,Ground,UPS,InTransit,1,15.29,57.24,0,6.03,63.27
7003696,2/5/2023,14884,2346,437,WHGA1,NH,Ground,FedEx,Delivered,3,11.31,28.98,0.15,16.66,90.56
7003697,8/13/2025,17051,3424,462,WHGA1,OH,2Day,FedEx,Delivered,40,8.26,67.92,0.1,25.71,2470.83
7003698,11/9/2024,14960,3029,654,WHTX1,VT,Ground,FedEx,Delivered,115,8.21,22.9,0,27.19,2660.69
7003699,7/16/2025,10667,2433,592,WHNJ1,GA,Ground,UPS,Delivered,12,8.25,62.09,0,43.15,788.23
7003700,10/27/2023,10277,1240,381,WHWA1,NJ,Ground,FedEx,InTransit,48,4.59,52.99,0,12.43,2555.95
7003701,9/13/2024,10882,1139,520,WHWA1,UT,Ground,UPS,Delivered,16,28.46,79.45,0,39.21,1310.41
7003702,11/14/2024,12061,4194,385,WHTX1,MT,2Day,FedEx,Delivered,27,18.21,140.08,0,36.07,3818.23
7003703,11/27/2023,12083,1420,383,WHGA1,OH,Overnight,UPS,Delivered,66,11.65,46.29,0.15,11.88,2608.75
7003704,4/7/2025,16703,1304,619,WHNJ1,NV,Ground,UPS,InTransit,39,16.31,60.02,0,3.18,2343.96
7003705,8/1/2025,19430,3163,367,WHFL1,NH,Ground,UPS,InTransit,25,15.71,15,0,14.31,389.31
7003706,5/20/2025,10159,3027,534,WHPA1,CO,Ground,FedEx,Delivered,49,5.51,238.54,0,11.94,11700.4
7003707,12/17/2024,15230,5103,498,WHCA1,AZ,Ground,FedEx,Pending,101,14.65,16.31,0.05,6.98,1571.92
7003708,11/5/2023,17957,3227,559,WHGA1,NH,2Day,USPS,Delivered,14,21.42,56.62,0.1,21.46,734.87
7003709,11/7/2023,17515,2169,477,WHPA1,AK,Ground,FedEx,InTransit,62,6.66,10.08,0.2,78.17,578.14
7003710,8/15/2025,17804,1416,598,WHTX1,MI,Ground,UPS,Delivered,33,3.98,33.66,0,22,1132.78
7003711,1/13/2023,12527,3714,580,WHPA1,VA,2Day,FedEx,Delivered,47,4.98,202.18,0,68.34,9570.8
7003712,12/5/2024,18303,1150,600,WHTX1,WA,Ground,FedEx,Delivered,128,9.44,133.71,0,88.91,17203.79
7003713,11/29/2024,17804,3445,429,WHGA1,WY,Overnight,UPS,Delivered,161,4.81,119.56,0,11.12,19260.28
7003714,9/27/2024,16575,1839,671,WHIL1,NE,Ground,FedEx,InTransit,29,9.02,52.43,0.1,13.05,1381.47
7003715,9/9/2025,18734,2697,480,WHWA1,DC,Ground,UPS,InTransit,87,6.75,190.57,0,38.13,16617.72
7003716,11/23/2023,11139,5340,592,WHFL1,MI,Ground,UPS,Delivered,96,10,71.84,0.1,17.79,6224.77
7003717,12/8/2023,17258,2911,507,WHFL1,GA,Ground,FedEx,Delivered,133,7.37,97.25,0,8.66,12942.91
7003718,4/4/2023,13284,2422,594,WHWA1,WI,2Day,FedEx,Cancelled,150,9.79,382.67,0.05,21.22,54551.7
7003719,3/11/2024,17763,5975,638,WHCA1,WI,Ground,FedEx,Delivered,60,14.35,128.71,0.1,32.2,6982.54
7003720,10/23/2023,17897,4002,475,WHFL1,ME,2Day,UPS,Delivered,187,5.63,57.31,0.1,38.53,9683.8
7003721,12/11/2023,12420,2321,329,WHPA1,MS,Ground,USPS,InTransit,180,11.84,85.77,0,29.46,15468.06
7003722,3/22/2025,11757,5036,479,WHFL1,NE,Overnight,FedEx,Delivered,66,6,160.33,0,25.39,10607.17
7003723,7/19/2025,12307,2524,341,WHPA1,OK,Overnight,USPS,Delivered,72,9.97,92.77,0.1,18.27,6029.77
7003724,8/5/2023,17631,4879,492,WHGA1,TX,Ground,FedEx,Delivered,94,9.52,103.8,0,10.24,9767.44
7003725,12/26/2023,16264,1553,644,WHFL1,KY,Ground,FedEx,Delivered,47,12.38,147.81,0,51.5,6998.57
7003726,7/11/2025,19168,4757,537,WHGA1,GA,2Day,UPS,Delivered,93,11.17,352.64,0.1,14.38,29530.35
7003727,3/14/2023,15009,4672,604,WHFL1,KY,Ground,FedEx,Delivered,68,21.03,31.19,0,18.18,2139.1
7003728,4/19/2023,15248,1482,525,WHWA1,UT,2Day,FedEx,Delivered,4,9.84,98.08,0,35.89,428.21
7003729,7/11/2023,18915,1600,414,WHTX1,GA,Ground,UPS,Delivered,136,6.86,82.77,0.15,10.64,9578.85
7003730,8/27/2024,12571,2165,578,WHNJ1,GA,2Day,FedEx,Delivered,165,17.47,45.8,0,66.05,7623.05
7003731,6/27/2023,15808,5679,655,WHNJ1,PA,Ground,FedEx,Delivered,3,12.2,38.14,0,20.79,135.21
7003732,8/19/2025,17813,5233,317,WHNJ1,KY,2Day,FedEx,InTransit,120,17,190.72,0,11.23,22897.63
7003733,3/16/2024,10325,2004,386,WHTX1,MT,Ground,UPS,Delivered,48,9.31,29.33,0.1,26.9,1293.96
7003734,5/20/2024,17488,2983,689,WHNJ1,MT,2Day,UPS,InTransit,79,4.56,22.38,0,32.26,1800.28
7003735,10/5/2023,19722,2635,617,WHWA1,DC,Ground,UPS,Delivered,65,38.43,40.46,0,16.12,2646.02
7003736,4/13/2024,15646,3998,645,WHGA1,ND,Ground,FedEx,Delivered,73,6.97,17.24,0,19.55,1278.07
7003737,11/6/2024,11946,1687,690,WHIL1,AR,Overnight,UPS,InTransit,65,4.98,33.19,0,23.99,2181.34
7003738,12/24/2024,14487,4415,481,WHIL1,WY,2Day,UPS,Delivered,136,15.38,28.72,0,20.02,3925.94
7003739,12/25/2024,12431,2760,637,WHFL1,NE,Overnight,DHL,Delivered,97,5.67,63.72,0,4.95,6185.79
7003740,8/13/2024,13511,5938,651,WHIL1,MA,Ground,UPS,Delivered,52,7.9,165.04,0,7.7,8589.78
7003741,6/12/2025,10846,3481,445,WHNJ1,OK,Ground,FedEx,Delivered,98,10.78,39.72,0.1,20.83,3524.13
7003742,3/2/2025,10568,2338,615,WHIL1,PA,Ground,USPS,Cancelled,177,9.18,109.94,0,9.3,19468.68
7003743,12/27/2024,12180,1115,525,WHPA1,VA,Ground,FedEx,Delivered,10,8.04,101.52,0,44.76,1059.96
7003744,3/7/2023,12020,4958,354,WHNJ1,NM,Ground,FedEx,InTransit,49,25.96,12.68,0,72.46,693.78
7003745,1/9/2023,13320,1569,682,WHPA1,CT,Ground,DHL,Delivered,141,9.35,40.77,0,31.06,5779.63
7003746,8/28/2023,12321,2554,604,WHGA1,UT,2Day,USPS,Delivered,108,5.83,46.11,0.2,4.35,3988.25
7003747,11/7/2024,11647,3690,368,WHPA1,ND,Ground,FedEx,Pending,163,17.97,78.36,0.3,1.23,8942.11
7003748,2/3/2024,13910,5591,407,WHGA1,LA,Overnight,UPS,Cancelled,5,6.48,89.42,0.15,12.61,392.65
7003749,1/24/2024,18016,4341,634,WHTX1,MS,Ground,FedEx,Pending,139,9.37,75.64,0,26.96,10540.92
7003750,5/20/2025,13421,3989,377,WHTX1,IL,Overnight,USPS,Delivered,120,5.81,32.07,0.1,35.45,3499.01
7003751,6/2/2025,10357,4152,327,WHFL1,IL,Ground,USPS,Delivered,126,11.35,38.51,0.1,4.18,4371.21
7003752,6/18/2025,17486,4528,644,WHPA1,MO,2Day,USPS,Delivered,81,10.24,20.95,0,19.85,1716.8
7003753,11/24/2023,13082,4016,455,WHCA1,CA,Ground,FedEx,Delivered,6,9.83,62.85,0.05,6.12,364.36
7003754,11/21/2024,12281,1822,372,WHGA1,RI,2Day,FedEx,Delivered,72,10.94,46.4,0.2,1.85,2674.49
7003755,11/2/2023,14132,4575,480,WHWA1,NH,Ground,UPS,Delivered,52,16.33,87.11,0,23.58,4553.3
7003756,8/9/2023,15124,4788,347,WHNJ1,UT,Ground,UPS,InTransit,70,15.25,97.73,0.05,21.61,6520.66
7003757,8/4/2023,17423,2609,542,WHCA1,VA,Ground,FedEx,Delivered,109,5.36,47.5,0.05,27.89,4946.52
7003758,12/10/2023,12788,1560,659,WHGA1,NC,Ground,UPS,Delivered,81,6.67,73.1,0,20.53,5941.63
7003759,2/25/2024,14210,5064,577,WHNJ1,MS,2Day,UPS,Cancelled,36,17.41,51.59,0,2.81,1860.05
7003760,3/18/2025,16541,5436,671,WHGA1,GA,Ground,USPS,Delivered,82,6.25,27.52,0,26.71,2283.35
7003761,5/22/2023,19390,1612,613,WHGA1,MO,2Day,UPS,Delivered,10,13.43,34.27,0,14.46,357.16
7003762,12/15/2024,19471,3164,405,WHWA1,SD,Ground,USPS,Delivered,1,16.55,12.26,0,12.77,25.03
7003763,6/24/2024,10466,2882,395,WHNJ1,GA,Overnight,UPS,Delivered,51,3.73,45.48,0.1,16.19,2103.72
7003764,11/11/2023,11488,5170,519,WHGA1,RI,Overnight,USPS,Delivered,112,7.84,39.6,0.05,1.62,4215.06
7003765,5/9/2024,14943,4864,470,WHWA1,KS,Ground,FedEx,Delivered,128,16.31,27.88,0.2,33.66,2888.57
7003766,11/17/2023,14598,4709,666,WHGA1,NV,Ground,UPS,Delivered,73,9.16,106.46,0,18.38,7789.96
7003767,8/28/2024,14537,2710,583,WHGA1,ID,Ground,FedEx,Delivered,140,7.85,86.72,0,43.41,12184.21
7003768,3/1/2024,10326,2762,428,WHFL1,UT,Ground,USPS,Delivered,15,16.47,88.41,0,33.23,1359.38
7003769,7/13/2023,19958,2693,500,WHTX1,NY,Ground,UPS,Delivered,176,19.39,97.37,0,12.58,17149.7
7003770,5/18/2023,14163,2246,632,WHIL1,DC,Ground,FedEx,InTransit,158,6.66,59.92,0,57.85,9525.21
7003771,7/11/2024,10304,1126,335,WHGA1,NH,Ground,DHL,Delivered,82,28.87,59.49,0,44.33,4922.51
7003772,6/10/2025,15068,5753,654,WHFL1,VT,Ground,UPS,Delivered,7,3.43,107.29,0.05,11.03,724.51
7003773,12/11/2023,15025,2200,444,WHWA1,WY,Ground,USPS,InTransit,58,4.05,95.72,0,17.22,5568.98
7003774,12/14/2024,17716,3712,592,WHNJ1,NE,Ground,UPS,Delivered,21,7.61,123.17,0.05,33.08,2490.32
7003775,11/4/2024,19633,4447,366,WHPA1,MT,Ground,UPS,Delivered,87,8.18,58.2,0.15,9.66,4313.55
7003776,7/14/2025,18341,1991,519,WHGA1,AZ,Ground,UPS,Pending,23,8.41,30.08,0,12.28,704.12
7003777,3/6/2025,12632,4066,356,WHFL1,MT,Ground,UPS,Delivered,62,7.26,70.83,0.1,3.12,3955.43
7003778,8/3/2024,16392,5955,445,WHTX1,RI,Ground,UPS,InTransit,25,6.47,40.03,0,4.72,1005.47
7003779,11/3/2024,18288,2522,513,WHFL1,AL,2Day,UPS,InTransit,22,8.76,94.8,0.05,6.68,1988
7003780,6/5/2025,12370,5729,394,WHTX1,OH,Ground,UPS,Delivered,30,7.02,73.39,0.05,18.99,2110.6
7003781,1/20/2024,10529,3499,406,WHPA1,NE,2Day,FedEx,Delivered,4,15.06,62.2,0,36.46,285.26
7003782,12/1/2023,14676,3566,384,WHGA1,VA,Ground,FedEx,Delivered,104,10.19,45.6,0.1,10.33,4278.49
7003783,1/13/2023,11664,5791,436,WHCA1,AR,Ground,FedEx,Delivered,38,8.76,120.88,0,31.88,4625.32
7003784,3/13/2025,13365,3598,446,WHPA1,ME,Ground,UPS,Pending,100,9.58,114.56,0.25,10,8602
7003785,2/11/2025,12342,1116,549,WHIL1,MI,Ground,USPS,Delivered,91,19.51,40.53,0,26.15,3714.38
7003786,5/3/2023,16657,2032,318,WHNJ1,CO,2Day,UPS,Delivered,8,7.48,25.39,0,15.12,218.24
7003787,8/12/2024,14906,2242,425,WHFL1,FL,Ground,UPS,Delivered,38,4.66,68.03,0,5.28,2590.42
7003788,4/5/2024,18885,2743,302,WHNJ1,HI,Overnight,FedEx,Delivered,76,5.56,137.62,0.1,33.57,9446.78
7003789,5/20/2023,19144,4639,632,WHNJ1,MI,Ground,FedEx,Delivered,157,8.7,24.81,0.05,33.69,3734.1
7003790,8/29/2025,15951,5400,500,WHWA1,WA,Ground,UPS,Delivered,51,13.35,83.4,0.2,1.31,3404.03
7003791,8/30/2023,11361,5091,438,WHWA1,FL,Ground,UPS,InTransit,66,16.95,33.77,0.05,22.54,2139.92
7003792,3/21/2023,15128,2976,503,WHNJ1,NH,Ground,USPS,Delivered,111,26.89,29.44,0,24.5,3292.34
7003793,8/27/2024,15563,5184,698,WHTX1,TX,Ground,FedEx,Delivered,123,15.58,115.14,0.1,20.62,12766.62
7003794,12/17/2024,18731,5404,582,WHFL1,GA,Ground,UPS,Delivered,158,5.89,94.59,0,12.84,14958.06
7003795,2/8/2023,19012,5898,603,WHWA1,ND,2Day,USPS,Delivered,65,8.85,53.93,0,6.71,3512.16
7003796,11/4/2024,15778,1164,330,WHIL1,NM,2Day,UPS,Delivered,23,2.73,104.27,0,19.11,2417.32
7003797,6/25/2024,13926,4311,356,WHGA1,MI,Ground,FedEx,Delivered,114,8.3,96.82,0,1.18,11038.66
7003798,5/2/2023,18464,4389,419,WHGA1,VA,Ground,UPS,Delivered,15,6.96,21.2,0,7.69,325.69
7003799,7/23/2023,18002,1996,432,WHCA1,AR,Ground,UPS,Delivered,53,2.5,63.65,0,23.88,3397.33
7003800,8/4/2024,11029,2878,531,WHGA1,AK,Ground,UPS,Delivered,87,35.41,161.31,0,37.24,14071.21
7003801,11/15/2023,16019,2824,695,WHWA1,CA,2Day,FedEx,InTransit,99,7.97,83.6,0,48.71,8325.11
7003802,7/22/2025,11243,5907,452,WHIL1,VA,Ground,UPS,Delivered,107,2.82,9.61,0,5.84,1034.11
7003803,3/4/2025,19334,3296,686,WHGA1,IA,2Day,FedEx,Delivered,23,8.48,28.36,0.05,9.35,629.02
7003804,9/1/2025,18785,4265,696,WHTX1,ME,Overnight,DHL,Delivered,186,26.92,120.47,0,28.61,22436.03
7003805,10/21/2023,17120,2349,321,WHPA1,PA,Ground,FedEx,InTransit,21,31.4,40.62,0.15,34.09,759.16
7003806,8/20/2025,19798,2804,368,WHGA1,IA,Ground,UPS,Delivered,11,10.36,131.54,0,57.69,1504.63
7003807,2/27/2024,14211,3252,426,WHNJ1,VA,Ground,UPS,Delivered,93,10.6,251.29,0.15,28.02,19892.49
7003808,12/13/2023,16407,3901,343,WHNJ1,DE,Ground,FedEx,InTransit,154,20.86,50.79,0,22.37,7844.03
7003809,3/1/2023,13378,2594,482,WHPA1,MD,Ground,UPS,InTransit,75,9.14,38.93,0.05,21.03,2794.79
7003810,3/3/2023,14072,1433,400,WHNJ1,ID,2Day,DHL,Cancelled,81,13.18,29.67,0,7.16,2410.43
7003811,11/22/2024,11441,4818,679,WHNJ1,AR,Ground,DHL,Delivered,71,16.55,102.01,0,3.06,7245.77
7003812,3/29/2024,13627,5918,649,WHTX1,PA,2Day,UPS,Delivered,5,5.24,39.35,0.15,27.75,194.99
7003813,9/12/2023,10185,2071,696,WHTX1,TX,2Day,UPS,Delivered,97,25.14,45.28,0,26.07,4418.23
7003814,9/16/2024,14997,5601,540,WHTX1,RI,2Day,USPS,Delivered,45,5.9,27.61,0,2.95,1245.4
7003815,10/13/2023,18413,1115,685,WHWA1,OK,Ground,FedEx,Cancelled,163,6.84,44.33,0.25,7.61,5426.95
7003816,8/12/2024,18032,2440,500,WHGA1,IA,2Day,FedEx,Delivered,22,10.62,36.59,0,60.89,865.87
7003817,12/19/2023,15564,2791,416,WHPA1,AL,Ground,UPS,Delivered,37,17.57,14.98,0,4.39,558.65
7003818,3/9/2025,13189,1995,415,WHNJ1,NM,Ground,UPS,Delivered,66,15.01,33.36,0.05,3.62,2095.29
7003819,3/6/2025,19286,5319,442,WHCA1,FL,Overnight,USPS,Delivered,62,9.71,101.16,0,4.9,6276.82
7003820,4/21/2024,12946,5732,419,WHPA1,MN,Overnight,UPS,Delivered,50,11.86,154.26,0.1,24.02,6965.72
7003821,12/14/2023,16766,5768,393,WHCA1,MT,Ground,USPS,Delivered,39,19.04,55.68,0.2,24.96,1762.18
7003822,12/21/2023,12475,1958,698,WHNJ1,SC,2Day,UPS,Delivered,17,10.05,61.43,0,45.97,1090.28
7003823,2/16/2025,16788,1096,309,WHIL1,UT,Ground,USPS,Delivered,127,6.14,73.3,0.05,28.14,8871.78
7003824,12/2/2023,18793,3155,373,WHPA1,RI,Ground,FedEx,Delivered,57,6.96,237.03,0,10.79,13521.5
7003825,8/25/2023,19353,1632,326,WHWA1,LA,Ground,UPS,Delivered,77,17.26,29.59,0.1,2.04,2052.63
7003826,4/10/2023,14600,4685,539,WHGA1,NC,Ground,UPS,InTransit,73,6.15,24.8,0,17.57,1827.97
7003827,4/8/2024,16275,2702,662,WHCA1,SD,Ground,FedEx,Delivered,78,3.9,57.87,0,59.36,4573.22
7003828,4/26/2024,14314,1698,445,WHPA1,RI,Ground,UPS,Delivered,101,8.33,79.07,0,10.56,7996.63
7003829,3/30/2025,12219,1032,368,WHPA1,IN,Ground,FedEx,Delivered,87,9.56,58.61,0,28.41,5127.48
7003830,9/6/2023,11153,5875,488,WHTX1,AL,Ground,UPS,InTransit,33,16.76,23.08,0,11.95,773.59
7003831,12/31/2023,10057,1549,666,WHIL1,IL,Ground,UPS,Delivered,74,4.17,111.46,0.2,26.35,6624.78
7003832,2/19/2025,19397,3249,431,WHTX1,IA,Ground,FedEx,Cancelled,29,12.31,54.47,0,21.21,1600.84
7003833,3/9/2025,10144,2894,521,WHIL1,OR,Ground,FedEx,Delivered,80,19.95,88.45,0,25.96,7101.96
7003834,1/3/2024,17219,3835,581,WHIL1,CA,Ground,FedEx,Delivered,55,6.12,177.91,0.2,10.5,7838.54
7003835,3/30/2024,18560,2704,577,WHGA1,IN,Ground,FedEx,Delivered,5,10.5,21.54,0,9.98,117.68
7003836,11/19/2023,19675,2157,440,WHPA1,IN,Ground,FedEx,Delivered,107,2.75,18.02,0.05,6.51,1838.24
7003837,7/15/2025,16362,1344,354,WHTX1,VA,Ground,FedEx,Delivered,33,16.89,89.14,0,15.41,2957.03
7003838,5/20/2023,10616,5073,301,WHWA1,CA,Ground,UPS,Delivered,157,16.12,14.44,0.05,25.72,2179.45
7003839,7/17/2025,18063,4463,428,WHTX1,HI,2Day,UPS,Delivered,34,9.88,45.35,0,21.48,1563.38
7003840,11/18/2024,15978,3249,301,WHCA1,NY,Ground,UPS,Delivered,197,4.51,40.22,0.1,14.02,7145.03
7003841,6/24/2024,19781,1945,473,WHPA1,DC,Ground,FedEx,Delivered,60,14.92,77.19,0.1,26.8,4195.06
7003842,2/8/2023,16985,4881,691,WHNJ1,CA,Ground,FedEx,InTransit,3,8.63,37.64,0,28.81,141.73
7003843,4/19/2024,18891,3051,566,WHNJ1,OK,Ground,UPS,Delivered,9,1.89,84.67,0.1,33.68,719.51
7003844,1/30/2024,14972,4286,596,WHCA1,IA,Ground,FedEx,Delivered,10,15.95,28.43,0,12.45,296.75
7003845,7/9/2023,15782,3856,556,WHIL1,CT,Overnight,UPS,Delivered,7,20.1,25.15,0,13.4,189.45
7003846,11/3/2024,10945,2331,695,WHWA1,CA,Ground,FedEx,Delivered,32,22.34,60.82,0,44.69,1990.93
7003847,8/21/2025,19115,3004,474,WHCA1,NJ,Ground,UPS,Delivered,40,4.65,64.59,0,39.93,2623.53
7003848,7/30/2024,17079,4616,345,WHCA1,IA,Ground,FedEx,Delivered,13,3.17,73.77,0.15,32.37,847.53
7003849,12/4/2024,11747,2788,643,WHTX1,NJ,Ground,FedEx,Delivered,56,7.82,169.03,0.15,4.61,8050.44
7003850,3/22/2023,15784,3247,441,WHCA1,IN,Overnight,USPS,Delivered,46,13.64,147.05,0,16.4,6780.7
7003851,2/11/2024,19752,4673,327,WHFL1,MS,Ground,USPS,Delivered,88,5.68,82.31,0,37.5,7280.78
7003852,5/17/2023,16908,3156,533,WHWA1,MS,Ground,FedEx,InTransit,23,3.85,105.73,0,33.67,2465.46
7003853,9/15/2024,19276,4480,509,WHIL1,OH,Ground,USPS,Delivered,155,15.45,72.08,0,20.77,11193.17
7003854,7/22/2025,18626,4021,350,WHNJ1,CA,Ground,UPS,Cancelled,68,8.13,137,0,19.84,9335.84
7003855,11/6/2024,12927,1052,361,WHGA1,ID,Ground,UPS,Cancelled,86,14.53,77.41,0,8.37,6665.63
7003856,4/1/2023,11090,3160,543,WHWA1,MD,Ground,USPS,InTransit,5,10.1,40.76,0,6.93,210.73
7003857,12/16/2023,12958,5391,569,WHWA1,VA,Ground,USPS,Delivered,75,9.05,35.43,0.05,9.13,2533.52
7003858,7/16/2024,12613,4652,440,WHPA1,CA,Ground,FedEx,Delivered,46,9.62,134.29,0.05,8.72,5877.19
7003859,1/25/2024,16048,4916,457,WHCA1,OK,Ground,UPS,Delivered,159,8.06,52.78,0,14.45,8406.47
7003860,3/21/2025,16250,3113,385,WHPA1,MA,Overnight,USPS,Cancelled,146,7.59,229.55,0.1,35.06,30197.93
7003861,2/27/2025,13760,3622,384,WHCA1,WV,Ground,UPS,Delivered,88,5.16,27.69,0,5.41,2442.13
7003862,9/14/2024,17719,5561,576,WHFL1,RI,Ground,UPS,Delivered,115,13.36,144.08,0,5.69,16574.89
7003863,12/27/2023,14264,5730,331,WHPA1,AZ,Ground,FedEx,Cancelled,90,21.14,44.51,0,17.15,4023.05
7003864,10/16/2023,11903,2355,308,WHTX1,NH,Ground,UPS,InTransit,2,7.41,79.79,0.05,45.6,197.2
7003865,5/5/2023,12568,4755,580,WHTX1,MO,Ground,UPS,Delivered,101,30.64,24.12,0,9.23,2445.35
7003866,12/17/2023,18076,1210,503,WHPA1,NE,Ground,USPS,Delivered,21,12.54,16.57,0,16.02,363.99
7003867,2/5/2024,12995,1238,333,WHCA1,OK,Ground,UPS,Delivered,97,11.68,169.07,0,25.93,16425.72
7003868,11/13/2024,15230,1336,598,WHFL1,MI,Ground,USPS,Delivered,2,14.81,44.14,0,14.68,102.96
7003869,11/4/2024,12011,4839,443,WHFL1,PA,Ground,DHL,Cancelled,38,17.95,119.59,0.15,22.82,3885.58
7003870,3/24/2023,17378,2577,695,WHCA1,OH,Ground,USPS,Pending,68,7.61,37.9,0,30.63,2607.83
7003871,1/15/2024,10831,1500,650,WHIL1,AL,Ground,DHL,Delivered,41,13.95,119.71,0.05,30.88,4693.58
7003872,8/2/2023,10049,2565,337,WHNJ1,AZ,Ground,FedEx,Delivered,99,18.74,44.45,0.15,7.35,3747.82
7003873,7/4/2023,14211,1791,447,WHWA1,MS,2Day,FedEx,Delivered,69,7.96,25.71,0,17.49,1791.48
7003874,3/13/2025,11179,4541,528,WHWA1,DE,Ground,USPS,Delivered,174,10.03,94.34,0.15,6.95,13959.84
7003875,2/19/2023,15769,4123,334,WHNJ1,WV,Ground,FedEx,Delivered,44,6.31,116.23,0,26.71,5140.83
7003876,2/13/2024,17879,2136,537,WHFL1,RI,Ground,UPS,Delivered,105,7.44,93.94,0.1,46.7,8924.03
